Average TCF4A,Average TCF4D,Average TCF4I,Average TCF4M,Average TCF20A,Average TCF 20 D,Average TCF 20 I,Average TCF 20 M,Average TCF36A,Average TCF36D,Average TCF36I,Average TCF36M,Average TCF44A,Average TCF44D,Average TCF44I,Average TCF44M,Average TCF44hA,Average TCF44hD,Average TCF44hI,Average TCF44hM,Average TCF72D,Average TCF72I,Average TCF72M,Average TCF72mA,Average TCF72mD,Average TCF72mI,Average TCF72mM,Average TCF72hA,Average TCF72hI,`
58.725,63.755,43.46,60.115,75.51,112.04,84.54,79.98,93.4,117.775,129.47,119.45,62.54666667,50.12666667,54.45333333,54.53,78.27,61.56,83.48333333,73.31333333,65.615,53.05666667,46.09666667,77.98,71.93666667,71.985,64.04666667,26.425,44.29,34.4
0,0,0,0,16.045,0,0,8.21,84.05,116.705,41.025,93.955,56.75666667,52.27,39.71333333,25.01,5.44,18.49,0,0,0,15.92333333,0,55.28,13.23333333,63.155,28.98,31.405,0,15.84
229.87,238.525,170.165,209.62,214.395,285.89,142.3,205.98,140.585,162.785,158.09,168.465,119.92,114.81,109.4466667,102.79,48.66333333,79.56,48.04,44.21666667,165.855,207.3566667,205.94,155.105,94.04333333,101.48,126.78,45.31,81.35,83.43333333
5.675,5.95,5.675,6.41,14.655,19.555,33.56,13.81,13.325,21.26,14.155,19.52,16.86666667,15.25333333,14.63,13.76,12.37,10.04,9.373333333,8.713333333,27.505,25.10666667,30.78333333,10.485,17.53,8.235,20.23,5.755,4.193333333,5.496666667
0.95,3.06,7.32,9.895,31.25,25.675,22.69,28.7,56.055,49.405,64.215,47.885,39.75,24.43333333,45.48,37.47,46.10666667,25.97,63.69333333,49.88666667,39.065,28.27333333,43.94,80.94,53.48666667,60.615,96.85333333,54.46,27.32,19.67333333
17.27,14.425,17.485,13.385,256.44,236.685,230.04,275.355,279.955,302.455,240.56,294.77,179.7966667,211.5633333,215.22,191.7866667,38.4,88.3,34.01666667,31.19666667,92.42,143.2833333,103.16,122.62,80.16,101.82,155.5033333,13.68,10.89333333,3.426666667
14.395,33.385,32.79,15.69,27.9,36.51,35.615,48.4,465.63,329.6,440.64,381.585,351.9933333,301.61,322.1966667,320.05,281.6933333,331.59,244.8166667,253.6366667,173.675,223.97,186.5333333,350.965,330.1633333,375.315,442.1866667,102.335,66.76666667,59.34333333
0,3.35,9.165,2.935,33.115,16.925,31.565,26.76,88.025,79.58,117.715,71.625,61.68,39.21666667,95.26,38.36333333,46.53333333,32.01,32.08333333,33.69666667,19.685,75.00666667,25.53666667,86.43,185.6066667,209.795,119.37,29.125,34.46,27.49333333
39.605,46.76,45.085,39.955,71.765,89.5,90.45,59.455,90.745,86.655,68.545,90.035,53.83,69.97333333,62.82333333,49.12666667,78.72333333,54.87,58.73,77.49,83.025,90.64666667,129.4866667,53.17,65.80666667,60.01,74.64666667,123.48,86,106.7333333
0,3.535,2.51,3.27,4.525,2.985,3.805,4.4,3.125,6.155,6.125,7.535,7.633333333,8.73,8.12,6.533333333,7.536666667,5.31,8.34,18.92666667,46.605,22.91,29.05333333,4.79,17.00333333,9.65,9.34,19.85,28.04,24.76
0,5.1,7.045,6.005,19.935,21.77,23.735,28.02,85.365,55.27,64.755,68.17,30.15,17.36333333,31.24333333,34.74666667,39.96666667,14.61,38.99333333,20.81333333,20.5,78.05666667,59.02666667,49.37,54.94333333,91.1,50.8,30.355,36.11666667,46.42666667
6.76,3.44,16.145,4.765,46.46,41.365,28.175,45.995,63.82,98.19,80.77,80.28,34.71333333,31.05666667,39.64666667,35.85,90.82666667,60.39,98.46666667,96.67666667,45.77,25.82666667,11.44666667,71.915,49.28666667,60.305,65.40333333,77.27,55.58333333,58.59
11.74,4.38,2.955,3.99,29.12,32.905,37.01,36.595,39.055,90.82,66.815,90.21,25.06333333,31.07333333,17.60333333,13.13333333,25.35333333,25.61,25.24,20.28333333,36.975,5.93,41.53333333,16.25,18.25,39.245,38.34,31.975,22.59666667,17.79666667
19.035,9.345,11.35,6.9,54.8,44.63,68.62,50.505,48.155,74.61,38.35,70.1,35.78333333,48.85666667,36.07666667,31.68333333,12.25333333,10.38,7.29,10.98333333,56.445,50.19333333,34.44666667,42.725,32.06666667,23.335,28.39333333,28.84,39.87,38.05666667
11.25,6.015,9.545,5.135,82.58,56.3,76.6,78.2,58.11,99.86,51.385,116.575,81.3,96.36333333,80.07333333,68.48,20.63,27.2,19.22,34.37,71.795,59.78333333,50.54,32.225,52.37,68.69,28.42333333,46.065,63.69333333,46.70333333
28.215,6.325,4.555,8.58,67.67,40.86,53.595,48.765,123.36,169.32,154.28,159.63,57.36,73.53,66.29,46.79,103.4733333,78.31,138.7533333,124.8333333,82.85,37.16666667,43.36333333,196.07,92.63333333,94.965,149.5033333,229.78,132.3533333,138.42
1.4,1.32,0.79,1.595,2.085,5.265,6.985,1.715,5.3,3.655,3.955,5.69,7.893333333,4.07,6.976666667,5.87,9.156666667,7.88,5.04,5.463333333,11.725,21.52666667,20.65666667,9.195,8.78,5.89,8.226666667,5.095,3.416666667,4.366666667
5.465,6.35,3.19,7.16,55.055,29.835,24.27,30.505,26.245,50.695,30.475,40.405,33.14666667,34.85666667,34.32,23.12333333,11.80333333,16.96,8.073333333,13.55333333,53.005,38.66333333,53.75,26.69,38.04,33.835,25.03666667,8.705,12.08666667,10.86
17.165,23.275,17.975,27.9,30.56,47.015,44.63,31.185,62,60.475,65.965,52.27,40.94,43.13666667,35.22333333,38.82333333,46.11333333,40.54,40.64666667,38.25666667,49.06,42.7,80,51.82,39.55666667,31.73,53.67333333,12.99,18.21333333,13.96666667
15.26,17.21,23.42,19.15,93.445,81.02,72.31,89.175,113.315,98.085,118.755,106.86,145.5,140.79,140.36,133.43,77.6,78.26,70.44666667,69.74333333,38.445,76.22666667,39.99,94.15,55.33666667,54.6,72.70333333,13.195,14.31,10.97666667
7.775,6.035,0,5.365,42.62,27.74,26.27,40.445,135.76,91,120.07,131.165,121.52,75.53,91.05666667,96.00333333,107.46,118.49,89.02666667,80.89666667,30.005,39.07666667,73.67,54.58,128.7633333,81.22,113.1033333,29.765,22.95,19.34666667
9.435,3.625,9.05,19.08,54.145,40.97,36.625,52.035,157.1,128.3,203.005,137.92,103.0233333,73.24333333,94.61666667,100.54,123.45,97.61,155.5,128.0533333,56.555,43.06333333,16.23333333,79.38,194.6866667,173.7,123.7833333,85.225,54.72666667,65.18
16.735,11.345,12.025,17.23,32.825,33.58,28.755,25.31,90.1,69.59,102.2,76.36,34.94,28.22666667,33.57666667,35.50333333,97.67,64.92,131.22,93.16,26.335,37.83666667,27.74333333,62.305,46.22666667,74.33,74.15333333,44.495,46.40333333,36.29333333
6.65,17.19,0,4.775,48.47,47.38,27.755,36.66,140.63,112.455,128.22,119.45,46.32333333,58.43666667,44.42666667,42.6,96.49666667,36.34,103.26,92.78333333,42.36,79.10333333,58.79666667,91.2,88.79,85.68,67.27666667,45.91,19.52333333,13.94666667
26.605,28,23.89,30.27,54.235,58.005,31.765,52.795,61.445,61.71,58.255,58.07,82.62666667,84.61666667,74.89333333,73.27666667,91.17,76.89,90.93333333,91.39,41.73,70.31333333,73.18666667,79.43,70.63,59.135,71.83333333,47.98,29.23333333,33.06666667
0.79,3.015,1.425,1.79,2.86,6.015,3.91,6.9,22.24,17.485,25.06,26.115,26.39333333,25.15666667,22.45333333,19.32666667,31.46666667,26.28,32.12,33.99333333,9.32,24.72,31.8,28.65,21.13666667,17.475,15.73666667,19.085,10.43666667,8.916666667
5.765,9.265,8.475,6.27,46.445,37.595,34.96,40.84,132.595,98.65,149.555,120.59,128,117.9633333,130.69,112.8566667,91.92333333,93.86,113.0366667,103.9233333,31.585,76.1,54.98,111.245,72.36333333,88.6,90.65333333,26.435,29.66666667,20.87
16.26,11.565,23.825,9.05,56.85,38.81,25.59,36.645,77.125,71.475,65.96,60.235,84.01666667,81.29333333,54.44,74.30333333,69.10333333,123.2,40.34666667,43.03666667,93.62,93.38,70.01666667,52.915,39.73333333,29.46,42.31333333,22.465,25.00666667,23.35666667
50.86,18.425,87.38,60.795,201.06,243.215,239.945,252.05,358.865,328.315,360.62,362.69,220.33,209.2033333,238.91,226.3033333,79.67,126.23,70.04333333,67.95,16.945,106.5866667,47.71,125.775,113.0266667,194.955,110.4166667,12.52,12.31333333,7.593333333
8.725,8.83,3.825,2.25,25.18,23.685,17.735,23.715,67.86,46.135,67.99,35.89,48.76,48.21,52.78666667,55.03666667,73.2,60.5,82.29666667,65.98,31.08,29.35,19.15333333,30.28,29.01333333,20.155,29.46666667,20.31,15.73333333,18.35333333
5.745,10.32,7.505,2.88,7.59,12.55,5.59,7.845,14.065,13.315,14.985,26.57,14.58666667,14.29666667,6.56,10.86333333,3.443333333,1.19,2.83,2.69,40.925,57.66,26.72666667,17.505,91.71,121.85,42.15,4.15,3.343333333,3.923333333
49.06,40.605,35.25,33.855,61.645,58.065,58.555,64.085,43.78,48.855,53.565,43.345,46.52333333,54.70333333,46.73,44.81333333,18.40333333,28.4,16.44666667,13.99,59.47,55.24333333,58.51333333,37.42,22.12333333,15.725,22.26,4.64,0.446666667,2.776666667
12.115,38.67,32.32,24.295,87.335,81.975,89.695,116.35,601.88,407.375,559.205,543.05,419.5333333,396.37,437.0233333,300.9333333,579.15,855.29,487.6833333,520.9,97.555,145.03,24.80666667,283.855,444.71,527.81,365.7133333,200.825,86.82,123.44
1.085,3.055,0.66,1.6,6.81,2.445,15.49,0.92,9.725,7.17,3.44,8.12,17.46333333,11.00333333,9.256666667,6.726666667,14.98666667,7.59,7.76,8.413333333,12.46,17.49333333,26.44333333,15.16,22.54666667,24.44,27.66,9.985,8.733333333,12.57333333
0,0,0,0,0,0,8.09,0,142.705,118.175,121.885,122.58,82.10666667,61.00333333,24.95666667,43.99666667,181.94,97.42,131.1766667,110.6533333,0,106.6433333,0,133.645,161.5266667,256.65,192.7733333,59.13,50.42666667,21.77666667
0.64,3.49,1.15,0.305,12.19,19.865,13.275,15.725,12.01,12.845,11.87,13.795,18.47,14.34666667,9.446666667,12.14666667,182.4666667,39.34,177.86,180.6733333,77.015,38.91,43.35333333,38.65,105.83,92.455,58.95,142.54,103.9,127.1833333
170.02,181.105,136.825,145.225,209.775,242.66,153.6,189.88,321.985,385.76,370.59,391.39,170.88,148.7,165.37,149.23,326.7833333,267.53,319.9233333,301.0366667,174.935,184.0833333,252.0533333,255.295,273.2933333,240.26,229.19,191.975,171.6833333,225.5066667
10.325,9.885,7.995,10.77,36.68,28.62,27.405,22.855,87.21,95.295,80.735,68.265,47.66333333,57.75,41.88,53.88333333,43.13666667,59.11,35.42333333,34.38333333,22.555,66.35666667,30.14666667,45.44,34.56666667,29.41,49.88666667,10.095,7.996666667,11.62333333
16.39,18.355,15.335,12.875,27.17,24.05,25.86,23.37,19.075,27.395,32.995,27.22,31.37333333,27.01666667,30.18333333,32.70666667,44.59666667,25.55,57.83333333,53.82666667,13.915,19.03666667,14.72666667,19.875,21.67333333,24.905,26.86,12.085,12.27666667,8.326666667
11.045,15.495,10.365,19.62,170.87,81.955,302.81,209.275,2096.705,1614.77,2371.025,1963.825,864.1033333,770.9733333,965.39,970.1533333,1480.18,1641.09,1589.703333,1600.026667,111.94,353.9,131.2166667,999.47,801.3233333,886.24,1083.253333,266.02,252.39,194.55
21.705,15.86,17.72,10.47,177.545,129.655,169.795,192.29,644.73,662.915,693.67,639.645,226.76,227.7666667,263.5566667,271.7566667,144.4833333,256.75,112.48,111.1233333,43.005,180.1533333,139.3933333,191.33,236.5833333,300.315,228.7,26.115,29.44333333,17.98
3.01,2.22,3.25,3.935,8.55,8.73,4.85,4.02,7.56,9.305,6.565,10.23,12.30333333,8.726666667,11.68,10.3,6.88,6.71,6.383333333,4.313333333,21.855,28.00333333,27.26,12.43,19.36333333,15.35,15.54,11.465,10.04333333,6.486666667
129.015,118.375,135.21,120.21,143.115,198.11,103.85,151.62,134.83,145.72,152.94,155.25,128.1466667,116.8266667,141.53,134.1366667,125.42,87.93,166.02,142.4033333,48.95,156.75,123.3566667,157.095,77.36,106.865,125.8933333,59.97,53.75666667,38.7
18.87,23.815,27.87,22.055,50.71,50.545,46.66,41.325,61.325,72.98,70.97,63.855,65.59,51.69,72.32333333,73.34,64.43333333,56.96,74.19333333,65.20666667,88.11,57.45,60.19666667,52.525,56.81333333,53.475,96.02,28.91,26.1,23.18333333
33.64,9.8,36.98,15.58,34.755,23.135,21.45,26.79,18.015,36.34,14.09,39.495,23.68,14.97333333,30.54666667,8.303333333,15.27,19.13,27.43,40.74,36.52,30.2,37.92666667,13.81,43.81,44.55,16.12666667,24.865,111.18,64.64333333
2.845,2.875,2.565,4.75,3.385,2.795,12.3,3.4,18.93,15.58,19.01,23.085,26.68666667,23.85666667,20.1,17.51333333,20.49666667,33.99,12.74,19.14333333,51.91,75.59,56.96,38.105,46.14333333,48.515,47.62666667,22.625,24.40333333,17.65333333
0,3.995,4.67,3.47,2.505,3.92,49.02,7.88,42.685,29.4,47.515,44.745,29.94333333,25.77,25.18333333,23.20333333,51.48666667,48.13,51.11,57.53666667,41.695,23.02,39.89,39.28,57.18333333,57.565,60.38,34.45,17.34333333,21.84
456.675,400.295,450.18,423.68,254.105,411.24,247.095,310.5,431.17,327.145,405.295,390.31,323.8666667,278.3933333,303.7066667,325.5633333,583.4633333,478.8,613.2333333,662.4266667,134.91,226.9966667,117.91,231.31,272.1533333,261.095,402.1833333,193.47,144.9166667,134.8633333
9.395,9.84,7.31,7.99,4.67,17.135,18.385,3.935,7.815,5.565,1.295,10.32,31.02333333,19.27333333,21.05333333,14.57,18.87333333,22.43,12.99,21.04,43.64,68.47333333,53.59333333,37.44,158.9733333,212.635,78.19666667,12.505,12.41333333,16.29666667
0,18.17,0,3.295,0,5.185,46.47,1.8,3.37,9.45,4.64,14.845,18,5.34,10.82333333,7.836666667,14.49666667,10.48,3.82,10.86333333,0,21.19666667,9.853333333,15.91,50.87,47.375,13.52,4.685,2.14,2.016666667
3.66,2.325,2.625,0,69.095,34.97,93.95,50.515,265.18,244.725,376.63,317.565,129.48,107.15,114.9033333,142.1366667,277.5466667,295.44,371.1866667,321.6966667,93.145,83.84666667,75.44666667,181.835,147.99,156.795,195.37,140.15,84.17,87.57666667
0.535,6.365,2.695,0,46.91,34.655,70.005,54.27,106.82,108.055,121.78,108.925,65.26,57.60666667,57.73,57.14666667,36.04,63.97,34.94,38.39,27.32,35.61,24.52333333,49.73,20.00666667,31.08,33.87333333,12.75,6.466666667,7.256666667
8.46,2.095,0.75,0.91,51.36,44.785,43.475,53.075,96.45,127.575,106.615,102.085,62.13,69.88666667,67.79333333,48.66,118.12,62.52,120.3033333,116.2,112.79,51.54,74.25666667,77.745,129.9133333,145.32,77.3,322.21,212.6433333,228.75
10.2,4.74,7.93,1.56,71.745,96.435,67.93,70.495,218.765,203.91,268.4,220.285,157.4266667,143.2733333,186.2666667,183.8266667,136.2833333,126.26,120.22,137.6166667,36.555,82.05333333,47.89333333,152.555,101.03,104.485,160.1633333,45.77,41.55666667,40.13666667
44.86,49.785,39.95,48.535,48.49,81.1,54.175,53.44,29.62,52.565,34.2,47.04,17.1,21.33666667,25.91,15.14333333,4.473333333,2.15,5.513333333,3.816666667,81.545,68.06,59.71666667,38.35,18.20333333,28.725,26.71333333,9.425,13.11666667,15.92666667
287.51,246.13,211.185,250.135,189.79,274.74,178.065,193.125,65.565,137.04,58.26,105.515,41.26666667,70.71,70.39,42.73,2.886666667,3.41,1.93,6.113333333,292.745,208.7866667,421.4933333,42.02,37.10333333,42.76,43.91666667,11.335,42.54,42.46666667
3.9,7.945,1.875,2.245,11.2,2.85,1.575,7.74,4.955,5.185,10.185,10.395,3.243333333,2.173333333,8.776666667,5.613333333,8.13,11.9,8.98,5.496666667,20.7,22.52333333,25.46333333,11.64,10.94666667,7.685,11.53666667,0.67,3.286666667,4.596666667
344.145,297.465,324.58,300.22,298.5,333.635,247.735,272.39,547.575,493.245,516.33,439.795,441.6966667,382.9366667,474.94,418.78,685.8933333,710.37,734.3666667,708.9166667,277.64,244.36,279.3566667,381.775,342.73,324.915,406.2133333,235.43,176.19,183.21
56.53,48.865,35.99,39.97,47.07,56.305,34.51,43.805,62.34,49.93,50.59,48.8,41.89,39.59666667,43.78,44.94,69.07,57.95,83.93333333,83.46333333,57.6,64.96,82.98666667,71.025,59.78,38.465,59.55666667,37.075,42.80666667,40.54333333
90.015,96.59,92.75,84.4,65.855,98.59,49.895,73.07,97.445,142.915,72.685,104.2,67.73666667,66.59333333,53.20666667,55.42333333,24.65666667,19.9,19.57333333,25.18333333,132.005,92.8,138.6966667,82.315,58.47666667,55.735,72.33,27.55,46.15666667,43.64666667
518.46,482.78,597.06,530.29,454.015,530.81,469.97,573.23,1260.915,1143.97,1285.03,1190.88,917.6766667,782.0966667,763.7433333,796.07,1043.626667,1378.87,968.1666667,872.43,343.845,497.5833333,369.37,668.175,1022.303333,1191.61,880.9266667,122.02,129.0933333,132.69
41.705,0,42.08,67.995,113.44,90.51,68.15,31.375,108.4,53.205,110.945,96.655,124.9933333,84.68333333,87.40333333,107.1266667,80.36666667,157.38,49.56666667,63.57333333,0,99.94666667,175.7233333,47.105,69.67333333,51.865,86.78333333,20.41,0,6.75
319.36,328.63,246.025,267.25,305.51,319.005,254.37,305.73,143.44,206.855,129.71,185.835,115.4266667,147.6633333,117.36,96.04,26.66333333,34.56,10.77666667,12.72,225.83,228.9866667,338.5533333,73.66,68.79333333,77.135,69.84,8.36,15.67,21.53666667
17.195,10.655,8.13,23.52,23.635,46.585,16.655,4.89,41.43,36.695,24.105,60.51,44.78333333,20.82666667,10.43,7.403333333,35.76333333,47,12.46,5.476666667,114.085,118.4633333,127.0833333,86.76,737.6333333,936.975,264.0666667,98.595,86.51,83.72666667
275.285,226.72,231.57,188.075,273.3,332.39,341.46,368.205,238.94,370.545,214.585,299.945,84.88,110.83,110.9166667,80.52,11.81,3.77,5.616666667,4.163333333,54.225,184.92,233.6866667,115.82,414.7133333,469.315,183.7533333,27.81,55.45666667,39.42333333
0,1.26,0.92,2.985,3.145,6.425,24.38,2.065,5.815,10.1,4.44,4,4.22,3.55,4.89,3.713333333,4.983333333,1.25,4.23,3.526666667,78.29,21.36333333,63.57333333,16.745,42.61,28.395,12.51,8.605,7.403333333,6.71
57.115,66.08,61.13,68.305,64.045,74.705,60.85,71.695,65.39,75.695,61.795,75.33,49.84333333,47.99333333,62.96333333,50.79,45.26,34.51,49.15333333,52.68,116.065,78.95333333,158.06,81.735,66.57,69.03,67.86666667,23.9,27.65333333,22.40666667
5.195,1.17,4.91,2.52,1.45,7.85,8.245,2.53,48.18,15.015,38.18,45.59,28.63,14.81,30.30666667,23.11666667,59.82333333,55.92,75.57333333,54.02333333,38.27,62.43666667,42.92666667,73.485,129.14,142.215,74.24666667,42.155,38.53,25.23
3.51,6.45,2.325,6.605,11.845,10.295,12.315,9.51,45.09,31.175,41.395,36.03,48.72666667,35.47333333,45.89,48.21666667,99.46333333,73.84,101.5466667,105.49,64.095,67.28333333,45.69333333,59.805,76.86,85.095,79.43666667,31.005,32.26,37.50333333
46.83,28.435,39.24,71.385,62.06,66.74,60.91,75.37,46.58,76.54,36.17,52.23,18.55,20.48,16.22333333,12.90333333,5.49,2.21,5.313333333,2.056666667,84.535,111.0733333,53.20666667,75.14,357.2633333,445.715,133.04,178.41,199.2033333,207.2666667
6.905,6.195,5.3,4.415,22.635,5.065,40.56,20.035,111.225,113.39,161.645,111.61,52.72333333,51.20666667,59.63,58.87,71.38333333,76.91,91.35666667,63.45333333,41.3,47.47,46.68333333,94.205,137.34,152.445,127.5866667,146.79,112.19,108.39
240.03,203,189.825,243.185,209.72,281.445,160.48,193.05,140.72,148.84,205.18,159.07,171.07,161.9933333,157.8866667,160.3966667,203.3733333,142.19,207.5766667,179.9866667,110.59,207.9633333,111.2966667,166.88,223.07,273.11,126.0233333,60.6,87.51333333,81.1
8.145,25.27,10.025,19.885,25.525,30.38,55.94,27.795,40.64,54.63,47.68,31.5,50.36333333,44.07666667,40.24666667,34.78,76.45333333,71.16,48.52666667,32.83666667,141.63,48.24,31.49333333,58.32,101.7833333,103.56,78.13333333,614.435,1072.493333,842.0866667
29.435,48.015,34.535,38.56,31.985,49.79,80.2,51.5,35.46,38.82,29.22,49.765,28.68666667,30.54333333,28.07666667,41.06333333,35.3,28.53,31.74666667,28.02,61.865,76.63,45.95,71.655,65.55,39.895,71.64666667,37.675,62.36,52.70333333
0,0,1.155,7,74.515,39.14,49.8,74.675,271.85,259.735,245.14,257.735,192.07,222.3333333,173.9,186.4033333,52.32666667,113.25,46.83666667,55.62333333,80.78,91.04,44.32,172.33,139.12,162.215,185.1866667,36.825,32.75333333,46.99
2.26,3.68,0.99,0.495,19.86,11.85,21.035,17.36,489.27,204.965,905.42,482.44,399.9533333,274.1533333,326.3833333,394.61,1142.99,809.12,1362.506667,835.6633333,211.695,263.3533333,109.22,979.885,710.1,783.87,1044.526667,429.405,690.14,567.7233333
79.9,127.435,111.195,116.76,110.4,156.515,124.96,138.23,103.01,136.91,114.975,133.68,118.3266667,114.45,156.6433333,142.0566667,106.92,81.04,71.95333333,84.67666667,179.71,99.67,178.96,121.27,105.56,84.405,102.6,127.54,131.5333333,148.23
0,4.285,0,2.315,0,2.545,19.125,0,14.38,13.755,6.52,37.555,20.94666667,10.95666667,8.396666667,16.11333333,37.50666667,19.35,24.58,14.81666667,26.56,309.4066667,0,47.01,746.8033333,1019.36,183.79,20.145,8.676666667,16.29333333
1.94,2.11,1.945,4.525,31.99,25.18,25.025,29.69,99.775,93.605,113.37,99.72,83.11666667,81.59666667,65.18666667,94.14333333,129.0133333,125.56,167.0133333,154.5966667,57.7,51.78333333,50.63666667,123.475,88.58,101.53,113.6833333,75.685,29.84333333,29.8
11.245,5.59,5.605,29.305,99.755,62.715,149.065,84.555,211.465,224.305,253.695,261.325,48.3,53.19,86.58,88.38,48.76666667,59.32,52.92666667,45.20333333,37.81,81.82666667,21.34,124.55,154.31,142.93,136.15,25.78,2.3,5.233333333
12.88,17.115,21.255,7.05,61.01,66.125,103.265,55.68,97.735,108.37,115.66,115.645,111.0333333,108.31,101.7233333,101.89,65.7,122.73,69.06,53.83333333,61.91,50.53333333,59.85666667,74.63,85.14666667,62.21,77.84666667,9,6.343333333,3.476666667
11.465,16.755,2.64,6.485,8.945,10.665,30.475,4.8,78.27,53.945,93.46,76.545,119.0766667,92.55,102.3633333,107.5866667,168.3433333,131.73,187.7266667,181.8566667,49.495,92.68333333,43.4,212.61,188.57,180.425,198.4866667,103.475,93.63,84.28
21.36,36.835,28.09,22.24,34.57,60.2,46.44,47.815,47.12,48.315,62.7,45.14,32.09333333,40.74333333,45.58333333,42.62333333,46.97,37.82,41.81,38.51333333,10.28,44.85333333,26.99333333,46.015,35.17333333,24.715,41.08333333,33.735,24.87333333,33.03333333
15.77,9.885,9.89,14.44,50.115,38.645,42.51,48.835,83.57,76.115,72.52,98.2,32.19333333,34.52666667,34.21666667,39.61,18.57666667,10.18,27.30666667,22.36,25.88,36.4,51.85333333,44.57,54.07333333,51.81,31.73333333,28.29,17.34,24.69333333
55.54,19.14,47.11,50.66,143.9,127.69,134.61,135.165,182.505,185.64,160.595,177.1,93.16666667,83.65,101.6866667,92.83,65.15333333,53.38,54.82333333,60.38333333,50.15,57.79333333,44.76333333,47.55,40.48333333,57.09,53.11,34.12,41.73333333,29.99666667
125.215,110.94,119.785,84.185,105.385,153.675,92.72,125.87,116.055,96.195,135.61,113.62,185.74,174.4266667,172.46,182.8566667,190.34,153.56,208.0566667,207.3533333,138.5,147.54,170.4266667,145.68,127.69,99.645,135.8233333,68.89,69.97666667,65.58333333
3.98,8.955,0,1.065,14.44,8.43,5.285,11.235,33.685,48.705,29.645,41.88,30.10666667,22.27666667,18.47666667,18.12333333,8.053333333,19.27,5.76,7.706666667,13.84,27.76666667,33.50333333,51.835,29.95666667,17.72,16.25333333,2.74,8.71,7.466666667
38.935,44.375,22.04,31.655,30.2,37.025,17.475,26.565,42.025,39.755,42.41,56.47,30.74666667,19.27666667,26.69,20.83,21.27,17.4,16.08666667,9.7,28.2,86.54666667,50.79333333,46.665,173.3,317.46,119.2733333,8.245,65.99666667,42.28666667
34.57,17.655,11.14,12.48,30.505,40.14,68.465,22.355,61.55,50.81,50.795,72.5,33.90333333,38.75333333,49.66666667,43.93,87.24333333,50.19,91.34,85.87,120.89,36.15666667,62.20666667,77.55,71.91666667,78.06,97.02666667,120.675,89.34,95.61
19.875,26.56,22.3,16.515,39.39,35.355,41.335,39.485,39.99,75.76,45.55,43.645,37.63333333,44.42666667,26.92333333,26.6,14.85666667,33.06,14.45666667,13.75666667,28.015,32.28333333,19.13666667,34.045,18.14,34.63,39.07,25.04,25.73666667,36.13333333
19.34,8.98,5.095,22.745,73.415,79.085,119.805,68.555,378.025,292.785,396.045,330.265,323.3,270.4066667,355.9133333,307.1266667,320.5833333,411.8,317.89,344.2666667,111.315,180.01,154.7833333,260.28,223.4233333,272.425,339.3666667,82.705,56.35666667,30.24666667
185.905,174.125,166.43,183.94,183.135,236.905,170.485,170.24,110.63,118.195,101.79,139.395,116.14,138.06,144.7466667,137.3233333,32.02,37.21,35.19,30.99333333,98.85,189.2233333,235.6333333,93.31,61.49666667,82.225,70.96,30.25,31.06333333,29.75666667
99.685,118.03,105.335,126.775,108.96,151.22,83.18,137.9,250.67,222.94,229.22,212.375,134.6533333,157.1366667,159.6,156.5466667,227.6666667,237.76,224.45,224.0933333,160.34,139.4733333,181.1333333,166.65,158.7366667,142.64,177.73,152.405,90.12333333,102.0233333
228.455,237.265,239.425,245.01,182.685,226.89,188.935,181.475,388.765,589.595,377.475,508.495,76.72333333,54.40666667,76.95666667,64.56666667,116.0033333,95.35,64.06,58.19666667,185.545,298.53,222.83,326.815,1283.403333,1441.745,549.2766667,172.4,157.9766667,200.57
9.695,14.645,9.93,13.04,43.435,14.22,0,7.085,0,13.665,13.87,41.395,8.116666667,7.336666667,24.20333333,32.94,0,0,0,0,0,0,0,0,7.416666667,9.605,25.94,0,0,0
145.475,121.785,128.715,130.095,161.545,171.585,110.445,167.445,152.485,195.19,166.93,146.9,96.86333333,94.37666667,109.8633333,89.91,28.91333333,42.97,28.49,25.32,119.775,118.06,209.12,114.21,50.28666667,66.965,82.42333333,9.2,14.17666667,9.856666667
63.98,71.31,63.91,69.415,71.285,56.515,41.975,55.215,34.6,63.165,38.375,42.85,38.49666667,30.92333333,20.52,10.53666667,2.64,5.08,0,3.246666667,19.985,25.63333333,39.34,30.48,14.00333333,27.325,19.64,1.71,8.616666667,12.28666667
3.63,4.585,0.575,0,6.1,5.535,6.29,4.045,13.205,12.755,9.615,9.185,8.546666667,11.43,2.136666667,3.936666667,6.773333333,4.73,12.62333333,9.503333333,28.285,34.15333333,49.55,22.55,20.85,23.34,17.07333333,12.105,17.86666667,16.27666667
12.77,14.745,0,0,42.27,37.2,54.885,41.665,273.375,252.575,242.275,219.09,198.3433333,156.47,160.53,166.1066667,130.1233333,157.91,115.1566667,160.2766667,128.515,144.4433333,116.0033333,308.06,178.6733333,209.635,206.3733333,68.43,37.82333333,44.17666667
7.59,11.51,8.525,10.635,20.205,11.925,36.58,9.325,23.42,29.61,25.41,26.72,30.88666667,24.64333333,14.8,16.81,17.63,33.43,9.3,14.70333333,20.48,14.83666667,56.2,54.65,22.57333333,35.66,37.56333333,11.655,10.21,12.77
1172.445,1020.785,1375.475,1100.44,1435.98,1107.6,1317.725,1486.79,1471.955,1416.305,1497.215,1504.645,788.62,870.87,994.4966667,813.09,720.7933333,917.71,709.2633333,732.6266667,291.93,450.26,372.96,713.81,708.3333333,691.125,1052.796667,321.38,278.4566667,371.8166667
