Average TCF4A,Average TCF4D,Average TCF4I,Average TCF4M,Average TCF20A,Average TCF 20 D,Average TCF 20 I,Average TCF 20 M,Average TCF36A,Average TCF36D,Average TCF36I,Average TCF36M,Average TCF44A,Average TCF44D,Average TCF44I,Average TCF44M,Average TCF44hA,Average TCF44hD,Average TCF44hI,Average TCF44hM,Average TCF72D,Average TCF72I,Average TCF72M,Average TCF72mA,Average TCF72mD,Average TCF72mI,Average TCF72mM,Average TCF72hA,Average TCF72hI,`
1.795,1.335,0,2.67,0,0.665,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0.096666667,0,1.66,0,0,0,0,0,0,0,0
3.36,1.24,1.62,1.01,1.315,2.135,1.19,1.455,0.915,0,0.945,1.32,0.443333333,1.21,0.83,1.25,0.813333333,0,0,0,0,3.33,5.243333333,0,0.39,0.54,0.436666667,0.695,0,0
0,0.815,0,0,0.785,0.405,0,0,0,0.34,0,0,0.253333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.495,8.69,22.62,22.83,29.755,5.415,61.975,9.385,12.54,9.955,9.405,27.115,6.586666667,0.913333333,5.276666667,6.506666667,2.176666667,0,1.133333333,0,11.245,10.99666667,57.27,7.8,7.336666667,8.97,9.536666667,4.905,1.106666667,1.59
2.685,4.33,2.31,0,1.8,4.185,14.085,0,1.415,1.205,0.68,2.745,1.38,0.51,0.403333333,0.36,0,0,0.6,0.946666667,0,0.37,0,2.09,0.363333333,0,1.783333333,0,0.65,0
7.54,21.25,19.525,7.515,13.4,2.345,16.925,14.905,4.705,2.455,1.16,4.75,3.396666667,9.453333333,1.96,2.84,0.713333333,1.65,0.283333333,0,4.385,15.56666667,7.123333333,1.07,2.153333333,1.955,0,0,0,0
55.86,26.425,36.925,33.895,23.95,21.095,72.865,14.71,7.64,13.975,8.62,14.63,6.08,6.99,7.356666667,6.583333333,0.26,0,0.183333333,0.18,4.65,15.04,14.61333333,4.61,4.593333333,7.175,12.37666667,0.325,1.606666667,0.253333333
0,0,0,3.75,2.125,0,5.885,0,0,0,0,1.645,0,0,0,0,0,0,0,0,0,2.063333333,2.046666667,0,0,0,1.163333333,0,0,0.503333333
9.015,0,2.185,5.68,2.41,1.17,8.895,3.745,2.185,0,0,0,0,0,0.776666667,0,0.606666667,0,0,0,0,5.096666667,20.87333333,0,0.58,0,1.456666667,3.58,0,0
0,0,0,0,3.52,0,0,1.825,0,0,0,0,2.163333333,0,0,0,0,0,0,0,0,0,6.136666667,2.565,0,0,0.67,0,0.52,0
0,0,0,1.405,0,1.605,0.95,0.805,0,0,0,0,0,0,0,0,0,0,0.473333333,0,7.96,0,4.436666667,0,0.706666667,0,0.72,0,0,0.566666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.47,0,7.76,4.6,2.04,1.655,2.825,0,0,0,0,1.32,0,0,0,0,0.383333333,0,0,0.803333333,3.395,1.713333333,19.45333333,0,0,0,2.206666667,0,0,0.756666667
7.24,0,0.815,8.67,2.2,5.72,7.465,2.6,0,0.56,0,3.175,0,1.256666667,0,0.63,0.313333333,0,0,0,0,1.413333333,3.11,0.805,0.8,0,0,0,0.88,0
1.03,0,1.21,0,1.735,0.435,3.12,0,0,0.345,0,0.485,0.263333333,0,0,0,0,0,0,0,0,0,2.41,0,0.583333333,0,0.653333333,0,0.016666667,0.35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0
4.845,0,0.395,3.74,0,2.25,12.605,2.165,1.735,0.885,0.85,1.2,1.63,1.246666667,2.096666667,0.896666667,0,0,0,0.613333333,6.045,0,18.74333333,1.425,0,4.85,0.763333333,0,1.683333333,0
0,10.805,2.495,7.22,1.64,2.505,11.06,1.045,0,0.775,1.41,0,0,0.523333333,4.636666667,1.263333333,0,0,0.17,0,0,1.446666667,0,0,0.44,1.725,0.846666667,0,0.326666667,0
0,0.765,0,0,0,0,3.905,0.755,0,0.465,0,0,0,0,0,1.05,0,0,0,0,2.29,3.523333333,0,0,0,0,0,1.175,0,0
2.45,7.9,2.44,1.59,7.01,2.72,12.41,0,0,0,0,1.755,0,0,0.916666667,1.943333333,0.573333333,0,0.666666667,0,20.285,7.15,28.24666667,2.48,1.773333333,1.885,0,1.15,0.516666667,0.743333333
2.34,5.78,3.55,7.925,9.095,2.83,74.065,6.34,4.015,2.54,3.02,6.12,2.736666667,2.306666667,3.086666667,1.42,1.033333333,0,0.623333333,1.733333333,19.685,13.74,19.46,7.445,4.83,4.475,7.92,2.825,2.836666667,1.633333333
8,12.015,11.57,17.46,20.44,25.675,45.49,19.49,4.88,12.14,5.32,5.68,4.973333333,3.983333333,5.666666667,4.683333333,0.9,1.82,0.943333333,1.07,30.685,27.14,74.88,13.875,7.163333333,10.555,8.49,5.62,3.376666667,2.233333333
4.955,0,5.025,0,0,3.64,9.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.13,0,0,0,0,0,0,0
0,6.605,2.355,4.615,0,1.9,62.255,0.705,0,0,0,0,0,0,0,0,0.243333333,0.81,1.266666667,0,0,0.39,6.733333333,1.25,1.49,3.2,3.523333333,3.85,2.003333333,1.446666667
0,0,0,0,0,0,0,0,0.47,0,0.46,0.545,0,0,0,0,0.666666667,0,0,0,0,0,0,2.005,0.73,1.17,1.656666667,1.235,3.916666667,0.623333333
8.68,13.505,24.775,20.89,9.61,3.44,23.68,11.385,2.455,0,1.455,0.68,7.07,1.256666667,4.9,3.026666667,11.33333333,5.4,10.68666667,12.96333333,5.775,21.93666667,31.85,7.175,5.35,9.41,8.733333333,11.595,1.7,5.466666667
5.54,1.22,14.165,28.695,3.06,3.04,18.485,4.145,0.54,3.44,0.52,1.75,0.433333333,1.1,0.61,0,4.09,0,3.09,0,3.005,17.47,32.95,7.53,1.293333333,1.125,1.776666667,1.9,2.49,2.806666667
11.425,5.31,24.875,50.525,11.09,4.645,36.77,7.385,0,1.225,0.59,1.39,2.066666667,0.866666667,1.81,2.64,2.01,5.36,0,0.423333333,33.525,22.45333333,118.73,0,3.08,2.47,0.573333333,0.755,6.253333333,2.1
0,0,0,0,0,0,0,0,0.705,1.05,1.285,0.875,0,0,0,0,0.56,0.76,0.836666667,1.166666667,0,0,0,0,2.113333333,1.23,1.9,1.375,1.113333333,0
286.165,383.6,341.455,281.05,151.685,216.51,241.645,169.905,54.305,70.74,40.875,46.815,31.98333333,40.20333333,40.20333333,41.52333333,1.456666667,0,1.016666667,0.276666667,80.845,42.23,50.35666667,44.215,18.85333333,25.56,39.31,0.585,10.59666667,5.35
5.105,26.62,0,40.165,24.29,11.44,19.41,0,2.97,3.52,3.08,0,5.606666667,1.32,3.01,8.536666667,0,0,0,0,20.1,16.70666667,67.23666667,5.07,3.153333333,3.305,3.096666667,9.36,2.01,0
104.285,65.355,120.9,187.525,69.18,61.705,271.415,75.655,3.895,9.695,7.61,5.36,22.23666667,15.87666667,11.78333333,12.85333333,3.07,9.71,1.266666667,5.083333333,173.28,118.19,230.0833333,28.405,26.62,5.75,8.603333333,8.685,14.09,10.19333333
11.37,15.795,88.62,49.125,24.75,16.705,55.435,23.67,4.255,7.73,0,12.965,7.763333333,9.45,0,9.4,0,8.78,10.41666667,0,43.51,57.49666667,70.24666667,39.53,4.13,4.315,7.79,8.165,20.41333333,5.956666667
6.98,6.43,6.72,14.955,6.025,5.125,4.345,3.975,1.395,0.465,0.89,0.665,0,2.953333333,0.413333333,3.11,0.806666667,1.01,0.396666667,0,3.175,5.483333333,25.20333333,6.655,1.41,0.62,0,7.3,1.553333333,1.51
0,0,0,0.795,0,0,1.83,0,0,0,0,0,0,0,0,0.156666667,0,0,0,0,0,0,0,0,0.383333333,0,0,0,0.536666667,0.713333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.635,2.35,0.63,5.73,0.91,2.065,20.675,0.47,0,0.465,0,0,0,0.516666667,0,0,0,0,0,0.543333333,2.315,3.183333333,0,0,1.203333333,0,0.42,0.59,0.263333333,0
10.47,1.21,17.06,16.34,12.905,5.205,22.935,6.67,3.075,7.44,1.415,2.125,0.713333333,0.843333333,1.983333333,1.03,2.66,1.33,0.21,1.776666667,20.035,14.16666667,42.32,6.29,4.69,5.73,5.796666667,5.395,3.856666667,2.553333333
1,3.965,0,11.7,0.765,3.32,5.08,3.715,0.665,0.63,0,0,0,0.716666667,0,0.793333333,0,0,1.08,0.433333333,3.665,9.526666667,4.553333333,4.245,0,1.375,0,0,0.42,2.09
0,3.475,7.65,6.08,1.535,3.59,23.715,2.09,0.41,2.24,0.425,0.95,1.066666667,0.54,0.373333333,0.426666667,0.363333333,0,0,0.533333333,7.755,1.866666667,0,2.665,0.7,0.45,2.053333333,4.22,1.13,0.543333333
6.175,3.725,3.585,1.515,1.355,0,8.28,0,0,0,0.535,0,0,0,0.49,0,0,0,0.383333333,0,28.695,9.806666667,23.72666667,0.935,0.573333333,0,2.273333333,0,0.903333333,0.72
14.705,10.015,30.85,18.99,3.58,9.955,73.395,9.935,3.335,2.395,1.425,8.09,0,1.55,3.666666667,0.95,0.46,4.89,0.396666667,0.596666667,6.82,10.28,35.07,9.885,0.353333333,1.15,2.863333333,0,7.896666667,0.593333333
0,0,0,0,0,0,0,0,0,0,0,8.985,0,0,0,0,5.44,0,14.44666667,5.893333333,0,0,66.32333333,13.855,0,0,7.996666667,0,0,6.853333333
3.13,1.775,1.3,0,1.575,1.835,14.88,1.16,1.69,2.21,3.14,2.145,0.273333333,0.406666667,2.676666667,1.306666667,0.223333333,0,0,0,8.155,3.273333333,5.683333333,1.095,1.023333333,2.615,2.62,0,0,0
5.53,4.44,10.255,2.485,2.27,0,13.375,4.025,2.715,2.81,3.42,3.83,3.776666667,2.193333333,0,5.936666667,0,0.87,0.34,0.306666667,0,10.66666667,3.026666667,8.465,1.29,5.305,9.766666667,0,3.673333333,3.626666667
16.695,22.03,50.76,76.015,18.175,14.565,157.66,11.005,9.035,7.06,9.19,5.99,12.27,3.476666667,16.15,11.18666667,26.33,17.65,28.53666667,31.00333333,100.6,63.07666667,111.6866667,48.505,48.29666667,44.665,48.62333333,24.935,33.41333333,16.77
0,0,0,1.92,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,1.193333333,5.35,0,4.006666667,0,0.703333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.285,3.27,12.465,14,5.265,6.105,8,4.1,0,3.16,0,0.86,0.703333333,0.53,2.596666667,1.99,1.056666667,4.98,0.523333333,0.963333333,38.305,4.783333333,26.69666667,1.28,3.243333333,0,3.543333333,3.67,2.646666667,2.966666667
0,0,1.025,0,0,0,1.87,3.205,0,0,0,0,0,0,0,0,0,0,0,0,0,1.903333333,2.35,0.95,0,0,0,3.195,0,0.623333333
0,1.63,1.275,0,0,0.45,1.22,0,0.365,0,0.36,0.515,0,0,0,0,0,0,0,0,0,2.22,4.843333333,0.63,0.283333333,0,0,0,0.25,0
8.895,9.385,2.31,3.06,4.07,11.35,15.015,8.51,0.475,2.98,1.395,0.665,1.68,0.343333333,0,0,0.39,0,0.826666667,0.616666667,0,0.506666667,4.163333333,1.58,0.406666667,1.295,0.933333333,0,0,0
5.94,7.29,15.475,18.33,8.88,7.55,30.48,8.2,1.44,3.66,0.69,0.77,1.61,1.336666667,1.366666667,1.713333333,0,1.49,0.586666667,0,68.625,13.46666667,97.72666667,1.725,5.426666667,0,5.24,2.875,2.15,1.13
0.92,1.375,0,0,0,0,0,0.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0
0,2.155,0,0,0,0,5.415,1.035,0,0.545,0,2.975,0.513333333,1.56,1.453333333,2,1.21,0,0,0,0,0,2.346666667,0.87,0.563333333,0.775,0.51,0,0,0
0.965,0,0.565,2.195,0,0.84,14.595,0,0.345,0,0,0,0.336666667,0.253333333,0,0,0,0,0,0,0,0.37,1.286666667,0,1.023333333,0,0,0.525,0,0.293333333
4,6.46,2.18,2.06,1.96,2.285,8.895,1.855,0.69,2.05,0,0.83,0.026666667,0,0.88,0.416666667,0.283333333,0,0,0,0,0,1.496666667,1.095,0.89,0,1.48,0,0.383333333,0
0,0,0,0.9,0,0,0.72,0,0,0.875,0.42,0.495,0,0.06,0,0,0,0,0,0,0,0,0,0.695,0,0,0,0,0,0.416666667
1.595,0.555,0,2.065,0,0.59,4.06,0,0,0,0.48,0,0.473333333,0.57,0,0,0,0,0,0.343333333,3.42,0,5.416666667,0,0,0,1.216666667,1.23,1.25,0
0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586666667,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.755,1.465,1.56,0,1.195,1.16,2.52,0,1.055,1.47,0,0,0.77,0,0,1.3,0.856666667,0,0,0,3.365,1.03,0,0.73,0,0,0.456666667,0,0,0
1.73,0,1.955,2.545,0,0,1.005,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,2.256666667,0,0,0,0,0,0,0.596666667
0,0,0,0,0,0,0,0.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,3.363333333,0,0,0,0,0,0,0
39.32,25.32,23.565,38.895,5.21,12.765,61.805,10.57,4.46,0.88,0,4.76,1.6,2.12,0.84,0.94,3.476666667,0,2.573333333,3.57,39.975,10.94,57.20333333,10.935,8.066666667,3.655,8.366666667,10.735,7.466666667,5.903333333
14.295,20.775,24.08,32.675,7.71,6.515,80.06,12.88,0,0,0,2.11,1.506666667,1.79,6.196666667,5.773333333,1.306666667,0,0,6.676666667,42.615,34.32333333,128.4766667,16.79,2.206666667,2.04,5.803333333,16.145,2.523333333,3.3
0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753333333
0,0,0,0,0.245,0,1.035,0,0,0,0,0,0,0,0.713333333,0,0,0,0,0,4.38,1.08,0,0,0,0,0,0,0,0
2.055,0,3.065,1.33,0,2.19,2.085,0,0.635,0,0,0,0,0.456666667,0.57,0,0.846666667,0,0,0,0,0,4.166666667,1.09,3.2,0.705,0.556666667,0,0.753333333,1.266666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.01,0,0,0,0.805,0,0,0,0,0,0,0.446666667,0,0,0,0,0,0,3.695,0,4.063333333,0,0,0,0,0,0,0
3.9,1.55,0,2.7,0,0,1.04,0,0.69,0,0,0,1.41,0,0,0,0,0,0,0,0,3.843333333,4.256666667,0,0,0,0,0,0.886666667,0
0,2.905,0,4.585,0,0.86,2.395,1.405,0,0,0,0,0,1.84,0,0,1.103333333,0,0,0,0,0,0,0,0.77,0,0,2.755,0,0
3.015,2.99,1.325,0,1.535,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,4.59,4.04,0,0,1.09,1.555,0.423333333,1.05
17.215,14.375,18.28,21.405,6.34,6.94,6.4,5.415,1.61,6.56,0,5.365,3.85,11.85666667,5.036666667,1.876666667,1.133333333,0,0,0,10.26,8.476666667,11.76333333,0,0,4.265,3.66,0,1.323333333,0
0,0,0,0,0,0,3.55,0,0,0,0,0,0.42,0,0,0,0.29,0,0,0,0,0,0,0,0,1.575,1.146666667,0,0,0
2.43,0,2.755,1.67,0.495,1.195,4.175,2.3,1.185,1.485,1.26,1.015,0.343333333,0,1.386666667,0.536666667,0.86,2.64,0,0,0,2.753333333,2.94,0,0.416666667,0,0.426666667,0,0.6,0
0,0,0,0,0.6,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21,0,0,0,0,0,0,0,0,0
0,0,2.29,0,0,1.14,1.085,0,0,0,0,0,0,0,0.273333333,0,0,0.53,0,0,0,0,1.573333333,0,0,0,0,0,0,0.4
0,0,0,0,0,0,0,0,0,0.53,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,1.11,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.48,1.365,1.215,0,0,0,0,0,0,0,0.16,0,1.806666667,0,0,0,0,0,0,6.156666667,0,0,0,0,0,0.836666667,1.376666667
0,0,0,4.3,0,2.4,0,0,0,0,0,0,0,1.346666667,0,0,0,13.74,0,0,0,0,0,0,0,0,0,0,3.566666667,0
36.405,18.085,39.42,51.705,9.105,16.99,36.1,15.815,1.25,2.555,0,1.595,5.11,0.716666667,2.446666667,0,0.47,2.79,1.636666667,1.26,21.155,11.22666667,11.53333333,7.305,8.856666667,2.09,3.516666667,8.015,2.23,4.83
0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0.366666667,0
0,1.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.975,0,0,0,0.745,0,35.635,1.45,0,0,0,0.84,0.853333333,0.866666667,0,0,0,1.34,0.95,0,16.765,6.256666667,19.79333333,3.1,2.966666667,0.67,1.75,7.11,1.55,0
0,0,0,0,0,0,0,0,0.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0
0,1.37,1.535,0,0,0,3.385,0.415,0.365,0.345,0,0,0.296666667,0.213333333,0.31,0,0,0,0,0.886666667,0,0,1.493333333,0.585,0.29,0.465,0.323333333,0,0.23,0
0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,0,0
0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.09,10.145,26.36,35.85,11.41,5.62,11.25,12.98,3.445,1.72,2.81,6.27,1.97,1.22,3.19,0.583333333,3.3,13.76,4.8,1.2,41.905,16.51,87.14,22.655,3.793333333,12.94,13.82333333,16.125,12.78333333,6.066666667
3.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.71,0,0,0
0,0,3.24,0,0.795,0.755,0.84,0,0,0,0,0,0,0,0.773333333,0,0.483333333,0,0,0,0,0,0,1.1,0,0,0.61,0,0,0
0,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.555,1.1,0.885,6.705,0,0,0.71,2.78,0,0,0,0,0.47,0.316666667,0,0,0,0,0,0,0,1.646666667,0,0,0,0,0,0,0,0.536666667
8.23,11.26,8.13,0,3.575,3.71,2.015,0,0,1.915,0,1.84,1.07,0,0,4.05,0,3.62,0,1.153333333,9.365,3.373333333,66.36333333,0,5.463333333,0,0,0,2.243333333,1.573333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.535,4.33,3.225,1.005,13.425,12.49,20.475,3.35,4.01,5.49,1.485,2.18,0.503333333,1.236666667,5.436666667,3.216666667,0,2.1,0,0,5.345,4.32,0,5.795,4.95,0.565,2.456666667,1.45,0,0
3.37,0,2.395,4.41,0,0,4.025,0,0,0,0,0,0,0,0.736666667,0,0.463333333,0,0,0,0,0,0,0,0,0,0,0,0,0
11.485,9.08,6.99,16.42,1.935,1,8.935,6.255,0,0,1.74,1.165,0,0,0.753333333,0,2.416666667,1.88,0,1.186666667,11.725,23.02,36.73666667,2.845,0.656666667,3.52,3.926666667,1.06,0.573333333,1.43
7.615,17.405,29.41,31.37,3.92,7.435,46.245,2.545,1.07,3.27,3.205,2.935,0.99,1.323333333,0,1.1,0.966666667,2.4,0,4.603333333,32.665,21.97666667,67.79,23.53,4.49,3.86,5.933333333,5.675,11.75333333,9.67
1.21,7.815,19.155,6.385,0,3.585,10.54,9.57,0.81,0,0,3.645,0.63,6.006666667,3.626666667,0,1.176666667,0,0,0,22.25,13.40333333,21.97333333,1.29,0.583333333,1.03,2.093333333,3.22,1.556666667,0.99
4.04,8.04,6.69,14.005,2.48,1.955,10.73,5.145,1.33,0.68,2.615,0,0,0,0,0,0,2.98,0,0.866666667,57.73,0,17.5,7.625,2.443333333,0,3.096666667,4.195,3.86,1.22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0.336666667,0
0,0.99,1.16,0,0,0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0
0.76,0,0,0.575,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0.36,0
5.3,11.795,8.04,20.885,9.58,4.475,27.93,11.455,0.63,0.64,4.52,0,1.593333333,0,1.44,1.943333333,1.5,1.4,0,1.626666667,17.44,10.85666667,6.92,3.51,0,1.715,2.99,3.79,5.123333333,4.156666667
8.255,26.325,8.105,16.605,9.18,4.01,10.805,4.445,6.49,6.345,2.44,1.905,4.343333333,0.283333333,0.583333333,3.26,0.363333333,6.46,0,0,0,0,4.36,1.665,0.57,0.54,0,0,1.643333333,0
0,0,1.75,4.145,4.48,0,9.515,0,0,0,0,1.13,0,1.366666667,0,0,0,4.39,0,1.96,4.17,2.883333333,6.386666667,0,1.603333333,0,0,1.435,1.333333333,0
1.11,0,0,2.885,1.76,1.645,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.59,9.555,0,4.3,7.36,2.59,0.545,0,0.5,0,0,0.673333333,0.59,0,0.34,0,0,0.346666667,6.035,4.86,3.396666667,1.72,0,0,1.393333333,0,0.346666667,0
0,0,0,0,0,0,0,0,7.43,17.535,11.24,11.805,0,0,0,0,9.333333333,15.04,14,12.38333333,0,0,0,22.935,15.19666667,13.35,18.05,9.86,8.693333333,9.436666667
0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.775,0,0,0,0,2.345,0.785,0.55,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.775,0,1.305,0,0,0,0
0.595,0,0,0.765,0.455,1.265,0.87,0.44,0,0,0,0.51,0,0.213333333,0,0,0,0,0,0,0,0,0,0.59,0,0.995,0,0,0,0.306666667
22.04,13.455,11.08,14.43,5.285,9.535,12.035,0,1.215,2.295,1.1,0,2.213333333,0.816666667,1.536666667,1.49,0,2.52,0,0,0,0,8.186666667,3.695,0,0,2.063333333,0,0,0
4.62,5.21,6.265,2.765,5.895,10.36,84.175,3.435,0.43,3.66,3.1,3.3,3.836666667,1.386666667,3.076666667,3.236666667,0.573333333,0,1.496666667,0.3,6,3.676666667,9.206666667,2.34,3.176666667,0.48,0.816666667,1.3,0,1.453333333
0,1.715,0.69,0,0,0.74,2.12,0,0,0.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926666667,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336666667,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.495,16.735,10.48,6.71,5.61,17.7,211.63,16.035,22.44,23.94,32.29,26.39,19.27333333,20.72,25.18333333,21.31333333,3.296666667,0.74,4.81,1.56,27.36,14.43,15.31333333,27.08,22.85333333,49.835,45.12333333,3.835,10.25,7.5
0,0,0,4.635,0,0.975,1.18,0,0,0,1.1,0,0,0,0,0,0,0,0.476666667,1.36,0,0,7.44,1.83,1.17,0,0,0,0,0
8.295,1.465,15.06,20.13,3.785,2.335,23.545,2.115,0.6,0.635,0,0,0.786666667,0.846666667,1.76,1.16,5.713333333,2,5.326666667,5.45,6.045,15.06666667,29.74333333,6.15,4.99,3.59,7.086666667,7.255,5.733333333,1.686666667
16.475,11.63,18.315,16.025,3.42,2.015,7.29,4.345,0,0.705,0,1.92,2.166666667,0.996666667,0,1.813333333,1.136666667,0,1.09,0,4.815,11.04333333,39.07666667,7.275,0,0,1.266666667,2.605,6.486666667,1.17
6.475,5.4,11.675,22.435,2.07,3.215,28.725,7.105,4.875,0,0,0,0,0.5,0,0,0,2.02,0,0,0,8.913333333,30.96,6.86,2.883333333,0,0,7.675,7.56,3.143333333
22.76,15.93,36.15,46.2,15.325,11.07,48.11,15.515,2.79,0.785,1.935,1.08,1.693333333,2.806666667,1.39,1.503333333,1.53,5.97,2.81,2.123333333,34.335,29.37,156.11,19.99,8.756666667,6.985,4.383333333,25.065,5.35,2.733333333
0,0.845,1.165,0,0,0.42,7.625,0.425,0,0.355,0,0,0,0.923333333,0.813333333,0,0,0,0,0,2.43,2.476666667,0,0,0.296666667,0.46,0.306666667,0,0.236666667,0.463333333
0,1.075,0,0,0,0,0.88,1.03,0,0,0,0,0.393333333,0,0,0,0.713333333,0,0,0,0,0,3.55,0,0,0,1.71,0,0,0
0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.39,3.185,2.07,1.225,3.005,6.08,2.85,0,0,0,0.57,0.95,0,0.593333333,0.663333333,1.48,0,0,0,13.735,3.19,11.23666667,0.845,0,0.55,0.9,0,0.333333333,0
5.155,3.16,2.4,8.545,0.305,1.275,3.97,6.65,0.53,1.46,0,0.69,0.393333333,0.43,2.533333333,0,0.44,1.63,0.43,0,0,3.946666667,23.26333333,1.9,1.57,0,3.826666667,0,0.69,1.27
7.015,3.945,6.23,24.79,6.755,5.86,29.745,4.01,2.62,1.22,0.775,1.585,1.63,0,0.453333333,0.01,0.836666667,0,0.326666667,1.333333333,13.83,10.64,47.5,3.765,4.246666667,3.06,1.73,3.59,5.643333333,4.323333333
16.285,27.61,23.925,41.345,6.235,9.6,41.33,9.915,5.21,4.755,1.44,2.385,1.253333333,0.34,0.54,4.103333333,0.31,1.04,1.543333333,0,21.315,33.97666667,12.76666667,7.655,5.01,1.035,3.236666667,2.455,3.093333333,4.343333333
2.855,8.65,13.13,13.77,5.09,0,18.58,2.035,0,0,0,1.85,1.15,1.363333333,2.236666667,0.63,1.243333333,0,0,0,11.605,1.406666667,5.186666667,0,0.723333333,0.64,0.443333333,2.585,0.963333333,0.853333333
23.695,12.76,16.69,18.66,15.195,11.255,54.695,12.47,2.2,7.77,1.675,3.445,4.796666667,6.91,1.383333333,3.816666667,0,3.75,0,1.19,2.945,1.273333333,26.87,12.73,2.316666667,1.045,1.486666667,0.64,2.086666667,3.066666667
2.08,0.685,5.085,5.44,0.69,1.82,4.635,0.41,0,0,0,0.395,0,1.403333333,0,0,0.226666667,0,0.296666667,1.133333333,0,2.053333333,5.023333333,5.145,1.636666667,0.84,0.623333333,0,0,0.286666667
0.78,0,0.83,2.04,0.625,2.885,2.205,0.925,0,0,0,0,0,0.696666667,0,0,0,0,0,0,3.34,0,9.436666667,0,0,0.55,0,0.725,0.9,1.336666667
